PROVINCE,ZS,AS_,OFFICIEL
HAUT-KATANGA,Kipushi,Lumata,oui
HAUT-KATANGA,Kipushi,Lumwana,oui
HAUT-KATANGA,Kipushi,Mabaya,oui
HAUT-KATANGA,Kipushi,Mimbulu,oui
HAUT-KATANGA,Kipushi,Mukoma,oui
HAUT-KATANGA,Kipushi,Musoshi,oui
HAUT-KATANGA,Kipushi,Mwawa,oui
HAUT-KATANGA,Kipushi,Raphael,oui
HAUT-KATANGA,Kipushi,Sapin,oui
HAUT-KATANGA,Kipushi,Tumbwe,oui
HAUT-KATANGA,Kilwa,Dikulushi,oui
HAUT-KATANGA,Kilwa,Dubie,oui
HAUT-KATANGA,Kilwa,Kabangu,oui
HAUT-KATANGA,Kilwa,Kakinga,oui
HAUT-KATANGA,Kilwa,Kampangwe,oui
HAUT-KATANGA,Kilwa,Kasolo,oui
HAUT-KATANGA,Kilwa,Kasongo Mwana,oui
HAUT-KATANGA,Kilwa,Kato,oui
HAUT-KATANGA,Kilwa,Kilwa,oui
HAUT-KATANGA,Kilwa,Kyaka,oui
HAUT-KATANGA,Kilwa,Kyona,oui
HAUT-KATANGA,Kilwa,Lukonzolwa,oui
HAUT-KATANGA,Kilwa,Lusalala,oui
HAUT-KATANGA,Kilwa,Lwanza,oui
HAUT-KATANGA,Kilwa,Mubanga,oui
HAUT-KATANGA,Kilwa,Mukupa,oui
HAUT-KATANGA,Kilwa,Mulendwa,oui
HAUT-KATANGA,Kilwa,Mulinde,oui
HAUT-KATANGA,Kilwa,Mwepu Ntanda,oui
HAUT-KATANGA,Kilwa,Nsonga,oui
HAUT-KATANGA,Pweto,Boma,oui
HAUT-KATANGA,Pweto,Chalanshi,oui
HAUT-KATANGA,Pweto,Chamfubu,oui
HAUT-KATANGA,Pweto,Kakonona,oui
HAUT-KATANGA,Pweto,Kamakanga,oui
HAUT-KATANGA,Pweto,Kapondo,oui
HAUT-KATANGA,Pweto,Kapulo,oui
HAUT-KATANGA,Pweto,KKamulumbi,oui
HAUT-KATANGA,Pweto,Kasama,oui
HAUT-KATANGA,Pweto,Katabe,oui
HAUT-KATANGA,Pweto,Katonta,oui
HAUT-KATANGA,Pweto,Kizabi,oui
HAUT-KATANGA,Pweto,Lofwashi,oui
HAUT-KATANGA,Pweto,Mumbalanga,oui
HAUT-KATANGA,Pweto,Mwela,oui
HAUT-KATANGA,Pweto,Mwenge,oui
HAUT-KATANGA,Pweto,Sante,oui
HAUT-KATANGA,Sakania,Bwafwano,oui
HAUT-KATANGA,Sakania,Kabunda,oui
HAUT-KATANGA,Sakania,Kakyelo,oui
HAUT-KATANGA,Sakania,Kasumbalesa,oui
HAUT-KATANGA,Sakania,Kipusha,oui
HAUT-KATANGA,Sakania,Kitotwe,oui
HAUT-KATANGA,Sakania,Marie Auxilliaire,oui
HAUT-KATANGA,Sakania,Mbofu,oui
HAUT-KATANGA,Sakania,Mokambo,oui
HAUT-KATANGA,Sakania,Muhona,oui
HAUT-KATANGA,Sakania,Mwenda,oui
HAUT-KATANGA,Sakania,Tshinsenda,oui
LUALABA,Dilolo,Dilolo Gare,oui
LUALABA,Dilolo,Katoka,oui
LUALABA,Dilolo,Lizangenu,oui
LUALABA,Dilolo,Mafunda Kasai,oui
LUALABA,Dilolo,Malumona,oui
LUALABA,Dilolo,Mangoa,oui
LUALABA,Dilolo,Musela,oui
LUALABA,Dilolo,Muwema,oui
LUALABA,Dilolo,Muyeye,oui
LUALABA,Dilolo,Muzembamino,oui
LUALABA,Dilolo,Mwakandala,oui
LUALABA,Dilolo,Mwatsha,oui
LUALABA,Dilolo,Mwatshisenge,oui
LUALABA,Dilolo,Sakambundji,oui
LUALABA,Dilolo,Sambembe,oui
LUALABA,Dilolo,Satshata,oui
LUALABA,Dilolo,Sawina,oui
LUALABA,Dilolo,Tshindjamba,oui
LUALABA,Dilolo,Tshipoyi,oui
LUALABA,Dilolo,Twite,oui
LUALABA,Kasaji,Csr Pour Tous,oui
LUALABA,Kasaji,Divuma Gare,oui
LUALABA,Kasaji,Divuma Site,oui
LUALABA,Kasaji,Hgr,oui
LUALABA,Kasaji,Kakenge,oui
LUALABA,Kasaji,Kakopa,oui
LUALABA,Kasaji,Kambalala,oui
LUALABA,Kasaji,Kawayongo,oui
LUALABA,Kasaji,Kazembe,oui
LUALABA,Kasaji,Kisenge A,oui
LUALABA,Kasaji,Kisenge B,oui
LUALABA,Kasaji,Kisenge Site,oui
LUALABA,Kasaji,Lueu,oui
LUALABA,Kasaji,Lungenda,oui
LUALABA,Kasaji,Malonga A,oui
LUALABA,Kasaji,Malonga B,oui
LUALABA,Kasaji,Méthodiste Kasaji,oui
LUALABA,Kasaji,Mulesu,oui
LUALABA,Kasaji,Mungulunga,oui
LUALABA,Kasaji,Nambaza,oui
LUALABA,Kasaji,Tshikwachila,oui
LUALABA,Kasaji,Tshilemu,oui
LUALABA,Kasaji,Tshimbayeka,oui
LUALABA,Kafakumba,Diyamba I,oui
LUALABA,Kafakumba,Diyamba II,oui
LUALABA,Kafakumba,Kalamboji,oui
LUALABA,Kafakumba,Kayembe Mukulu,oui
LUALABA,Kafakumba,Kipuki,oui
LUALABA,Kafakumba,Mbangu,oui
LUALABA,Kafakumba,Mupuelete,oui
LUALABA,Kafakumba,Ngongo,oui
LUALABA,Kafakumba,Poste Kafwakumba,oui
LUALABA,Kafakumba,Sakundundu,oui
LUALABA,Kafakumba,Salimi,oui
LUALABA,Kafakumba,Sapesa,oui
LUALABA,Kafakumba,Satshipanga,oui
LUALABA,Kalamba,Chibalaka,oui
LUALABA,Kalamba,Chitazu,oui
LUALABA,Kalamba,Chiying,oui
LUALABA,Kalamba,Kalamba,oui
LUALABA,Kalamba,Kambamb,oui
LUALABA,Kalamba,Kamwanga,oui
LUALABA,Kalamba,Moj,oui
LUALABA,Kalamba,Mudend,oui
LUALABA,Kalamba,Murung,oui
LUALABA,Kalamba,Musambu,oui
LUALABA,Kalamba,Mwad A Muteb,oui
LUALABA,Kalamba,Mwant A Ngand,oui
LUALABA,Kalamba,Mwant Chinan,oui
LUALABA,Kalamba,Nambaz,oui
LUALABA,Kalamba,Ngimik,oui
LUALABA,Kalamba,Nzamb  Mupandish,oui
LUALABA,Kalamba,Riz,oui
LUALABA,Kalamba,Rony,oui
LUALABA,Kalamba,Ruung,oui
LUALABA,Kapanga,Chala,oui
LUALABA,Kapanga,Chibaba,oui
LUALABA,Kapanga,Dininga,oui
LUALABA,Kapanga,Isang,oui
LUALABA,Kapanga,Kambangu,oui
LUALABA,Kapanga,Kambundu,oui
LUALABA,Kapanga,Kanampumb,oui
LUALABA,Kapanga,Kantenga,oui
LUALABA,Kapanga,Kapanga,oui
LUALABA,Kapanga,Kasa Mayi,oui
LUALABA,Kapanga,Masaka,oui
LUALABA,Kapanga,Mpand A Kalend,oui
LUALABA,Kapanga,Mulambu,oui
LUALABA,Kapanga,Murub,oui
LUALABA,Kapanga,Musevu,oui
LUALABA,Kapanga,Musumba,oui
LUALABA,Kapanga,Mutiy,oui
LUALABA,Kapanga,Nswan Mulap,oui
LUALABA,Kapanga,Ntembo,oui
LUALABA,Kapanga,Ntita,oui
LUALABA,Kapanga,Panda Mwila,oui
LUALABA,Kapanga,Rubuiza,oui
LUALABA,Kapanga,Ruyemb,oui
LUALABA,Kapanga,Samabanda,oui
LUALABA,Sandoa,Kabaji,oui
LUALABA,Sandoa,Kabelenge,oui
LUALABA,Sandoa,Kamwila,oui
LUALABA,Sandoa,Kangamba,oui
LUALABA,Sandoa,Kasau,oui
LUALABA,Sandoa,Kawele,oui
LUALABA,Sandoa,Lubanda,oui
LUALABA,Sandoa,Lulua,oui
LUALABA,Sandoa,Mas,oui
LUALABA,Sandoa,Mbako,oui
LUALABA,Sandoa,Mboko,oui
LUALABA,Sandoa,Mufulwa,oui
LUALABA,Sandoa,Muteba,oui
LUALABA,Sandoa,Mwajinga,oui
LUALABA,Sandoa,Mwatshiwalwa,oui
LUALABA,Sandoa,Ndolo,oui
LUALABA,Sandoa,Samutoma,oui
LUALABA,Sandoa,Sapindji,oui
LUALABA,Sandoa,Sayava,oui
LUALABA,Sandoa,Swanamume,oui
LUALABA,Sandoa,Tshibamba,oui
LUALABA,Sandoa,Tshikweji,oui
LUALABA,Sandoa,Tshimbalanga,oui
LUALABA,Sandoa,Tshimbungu,oui
LUALABA,Dilala,Biashara,oui
LUALABA,Dilala,Dilende,oui
LUALABA,Dilala,Kanina,oui
LUALABA,Dilala,Kapata,oui
LUALABA,Dilala,Kolwezi,oui
LUALABA,Dilala,Luilu,oui
LUALABA,Dilala,Musonoi,oui
LUALABA,Dilala,Noa,oui
LUALABA,Dilala,Nord Katanga,oui
LUALABA,Bunkeya,Bunkeya,oui
LUALABA,Bunkeya,Kalaba,oui
LUALABA,Bunkeya,Kalwa,oui
LUALABA,Bunkeya,Kateba,oui
LUALABA,Bunkeya,Kikobe,oui
LUALABA,Bunkeya,Munto,oui
LUALABA,Bunkeya,Samba,oui
LUALABA,Fungurume,Buyobya,oui
LUALABA,Fungurume,Dilambwe,oui
LUALABA,Fungurume,Dipeta I,oui
LUALABA,Fungurume,Dipeta II,oui
LUALABA,Fungurume,Kakanda,oui
LUALABA,Fungurume,Kando,oui
LUALABA,Fungurume,Kasolondo,oui
LUALABA,Fungurume,Kasonga,oui
LUALABA,Fungurume,Kilusonsa,oui
LUALABA,Fungurume,Kuvumbi,oui
LUALABA,Fungurume,Lukotola,oui
LUALABA,Fungurume,Mpala,oui
LUALABA,Fungurume,Mukabe,oui
LUALABA,Fungurume,Mulumbu,oui
LUALABA,Fungurume,Mwenda Mukose,oui
LUALABA,Fungurume,Nguba,oui
LUALABA,Fungurume,Tenke,oui
LUALABA,Fungurume,Tshilongo,oui
LUALABA,Lubudi,Biano,oui
LUALABA,Lubudi,Buyofwe,oui
LUALABA,Lubudi,Dilenga,oui
LUALABA,Lubudi,Kalonda,oui
LUALABA,Lubudi,Kalule Nord,oui
LUALABA,Lubudi,Kalupeta,oui
LUALABA,Lubudi,Kansenya,oui
LUALABA,Lubudi,Kantentania,oui
LUALABA,Lubudi,Lubudi I,oui
LUALABA,Lubudi,Lubudi II,oui
LUALABA,Lubudi,Mazangule,oui
LUALABA,Lubudi,Mbembe,oui
LUALABA,Lubudi,Mukabe I,oui
LUALABA,Lubudi,Mukabe II,oui
LUALABA,Lubudi,Mutobo,oui
LUALABA,Lubudi,Wa Bwenze,oui
LUALABA,Manika,Betsaida,oui
LUALABA,Manika,Ceba,oui
LUALABA,Manika,Consolation,oui
LUALABA,Manika,Hgr,oui
LUALABA,Manika,Kasulo,oui
LUALABA,Manika,Kizito,oui
LUALABA,Manika,Manika Marche,oui
LUALABA,Manika,Manika Méthodiste,oui
LUALABA,Manika,Moise Tshombe,oui
LUALABA,Manika,Mutoshi,oui
LUALABA,Manika,Pci Rayon,oui
LUALABA,Manika,Polymoderne,oui
LUALABA,Manika,Sncc,oui
LUALABA,Kanzenze,Kamimbi,oui
LUALABA,Kanzenze,Kamoa,oui
LUALABA,Kanzenze,Kantala,oui
LUALABA,Kanzenze,Kanzenze,oui
LUALABA,Kanzenze,Mpala,oui
LUALABA,Kanzenze,Mulomba,oui
LUALABA,Kanzenze,Munanga,oui
LUALABA,Kanzenze,Musokantanda,oui
LUALABA,Kanzenze,Nseke,oui
LUALABA,Kanzenze,Nzilo,oui
LUALABA,Kanzenze,Tshala,oui
LUALABA,Kanzenze,Tshamundenda I,oui
LUALABA,Kanzenze,Tshamundenda II,oui
LUALABA,Kanzenze,Wakipindji,oui
LUALABA,Kanzenze,Walemba,oui
LUALABA,Lualaba,Kabundji,oui
LUALABA,Lualaba,Kalutenge,oui
LUALABA,Lualaba,Katapula,oui
LUALABA,Lualaba,Kawama,oui
LUALABA,Lualaba,Kisanfu,oui
LUALABA,Lualaba,Lualaba Gare,oui
LUALABA,Lualaba,Manga Manga,oui
LUALABA,Lualaba,Mpwene,oui
LUALABA,Lualaba,Mupandja,oui
LUALABA,Lualaba,Mushima,oui
LUALABA,Lualaba,Musompo,oui
LUALABA,Lualaba,Mwanfwe,oui
LUALABA,Lualaba,Pwibwe,oui
LUALABA,Lualaba,Sakaloji,oui
LUALABA,Mutshatsha,Hgr,oui
LUALABA,Mutshatsha,Kaleji,oui
LUALABA,Mutshatsha,Kayembe,oui
LUALABA,Mutshatsha,Kazovu,oui
LUALABA,Mutshatsha,Lufupa,oui
LUALABA,Mutshatsha,Mafunga,oui
LUALABA,Mutshatsha,Mutshatsha I,oui
LUALABA,Mutshatsha,Mutshatsha II,oui
LUALABA,Mutshatsha,Namwana,oui
LUALABA,Mutshatsha,Samujinga,oui
LUALABA,Mutshatsha,Tshinaweji,oui
LUALABA,Mutshatsha,Tshipaya,oui
LUALABA,Mutshatsha,Yanvua,oui
TANGANYIKA,Kabalo,Kabanda,oui
TANGANYIKA,Kabalo,Kadima,oui
TANGANYIKA,Kabalo,Kakuyu,oui
TANGANYIKA,Kabalo,Kalenge,oui
TANGANYIKA,Kabalo,Kamubangwa,oui
TANGANYIKA,Kabalo,Kaongo,oui
TANGANYIKA,Kabalo,Kashale,oui
TANGANYIKA,Kabalo,Kasinge,oui
TANGANYIKA,Kabalo,Kasu,oui
TANGANYIKA,Kabalo,Katutu,oui
TANGANYIKA,Kabalo,Kaye,oui
TANGANYIKA,Kabalo,Kibula,oui
TANGANYIKA,Kabalo,Kihanga,oui
TANGANYIKA,Kabalo,Kilambi,oui
TANGANYIKA,Kabalo,Kitule,oui
TANGANYIKA,Kabalo,Lukundula,oui
TANGANYIKA,Kabalo,Lwala,oui
TANGANYIKA,Kabalo,Mbwele,oui
TANGANYIKA,Kabalo,Mpongo,oui
TANGANYIKA,Kabalo,Mulimi,oui
TANGANYIKA,Kabalo,Mulongo,oui
TANGANYIKA,Kabalo,Ngwena-Gare,oui
TANGANYIKA,Kabalo,Ngwena-May,oui
TANGANYIKA,Kabalo,Pofu,oui
TANGANYIKA,Kalemie,Bwanakucha,oui
TANGANYIKA,Kalemie,Clinique,oui
TANGANYIKA,Kalemie,Fatuma,oui
TANGANYIKA,Kalemie,Hewa Bora,oui
TANGANYIKA,Kalemie,Hgr,oui
TANGANYIKA,Kalemie,Kambu,oui
TANGANYIKA,Kalemie,Kasanga Nyemba,oui
TANGANYIKA,Kalemie,Kataki,oui
TANGANYIKA,Kalemie,Katibili,oui
TANGANYIKA,Kalemie,Katombo,oui
TANGANYIKA,Kalemie,Katondo,oui
TANGANYIKA,Kalemie,Kawama,oui
TANGANYIKA,Kalemie,Kifungo,oui
TANGANYIKA,Kalemie,Kiluba,oui
TANGANYIKA,Kalemie,Kimena,oui
TANGANYIKA,Kalemie,Lutherien,oui
TANGANYIKA,Kalemie,Lwanika,oui
TANGANYIKA,Kalemie,Makala,oui
TANGANYIKA,Kalemie,Mayi Baridi,oui
TANGANYIKA,Kalemie,Mchungaji Mwema,oui
TANGANYIKA,Kalemie,Mpemba,oui
TANGANYIKA,Kalemie,Mulange,oui
TANGANYIKA,Kalemie,Mulembwe,oui
TANGANYIKA,Kalemie,Muswaki,oui
TANGANYIKA,Kalemie,Mutakuya,oui
TANGANYIKA,Kalemie,Nyemba,oui
TANGANYIKA,Kalemie,Tembwe,oui
TANGANYIKA,Nyemba,Bilila,oui
TANGANYIKA,Nyemba,Kabanga,oui
TANGANYIKA,Nyemba,Kabimba,oui
TANGANYIKA,Nyemba,Kasanga Mtoa,oui
TANGANYIKA,Nyemba,Kazumba,oui
TANGANYIKA,Nyemba,Kisongo,oui
TANGANYIKA,Nyemba,Kitoke,oui
TANGANYIKA,Nyemba,Kituku,oui
TANGANYIKA,Nyemba,Kyoko,oui
TANGANYIKA,Nyemba,Lambo Katenga,oui
TANGANYIKA,Nyemba,Lambo Kilela,oui
TANGANYIKA,Nyemba,Lubuye,oui
TANGANYIKA,Nyemba,Lukombe,oui
TANGANYIKA,Nyemba,Mahila,oui
TANGANYIKA,Nyemba,Muleka,oui
TANGANYIKA,Nyemba,Mulolwa,oui
TANGANYIKA,Nyemba,Rugumba,oui
TANGANYIKA,Nyemba,Tabac,oui
TANGANYIKA,Nyemba,Tundwa,oui
TANGANYIKA,Nyemba,Undugu,oui
TANGANYIKA,Nyemba,Wimbi,oui
TANGANYIKA,Kongolo,Bena Hamba,oui
TANGANYIKA,Kongolo,Kabwe,oui
TANGANYIKA,Kongolo,Kalenga Mayi,oui
TANGANYIKA,Kongolo,Kandolo,oui
TANGANYIKA,Kongolo,Kangoy,oui
TANGANYIKA,Kongolo,Kaseya,oui
TANGANYIKA,Kongolo,Kasheke,oui
TANGANYIKA,Kongolo,Katea,oui
TANGANYIKA,Kongolo,Keba,oui
TANGANYIKA,Kongolo,Kilae,oui
TANGANYIKA,Kongolo,Kilembi,oui
TANGANYIKA,Kongolo,Kongolo,oui
TANGANYIKA,Kongolo,Koni,oui
TANGANYIKA,Kongolo,Lubunda,oui
TANGANYIKA,Kongolo,Mankoto,oui
TANGANYIKA,Kongolo,Maria Mama,oui
TANGANYIKA,Kongolo,Masambi,oui
TANGANYIKA,Kongolo,Matenta,oui
TANGANYIKA,Kongolo,Mississi,oui
TANGANYIKA,Kongolo,Mugyzya,oui
TANGANYIKA,Kongolo,Mukoko,oui
TANGANYIKA,Kongolo,Muntakuya,oui
TANGANYIKA,Kongolo,Sola,oui
TANGANYIKA,Kongolo,Ville,oui
TANGANYIKA,Mbulula,Bigobo,oui
TANGANYIKA,Mbulula,Ilunga,oui
TANGANYIKA,Mbulula,Kateba,oui
TANGANYIKA,Mbulula,Kayanza,oui
TANGANYIKA,Mbulula,Kilenge,oui
TANGANYIKA,Mbulula,Kundu,oui
TANGANYIKA,Mbulula,Makutano,oui
TANGANYIKA,Mbulula,Mbulula,oui
TANGANYIKA,Mbulula,Mwana Ngoy,oui
TANGANYIKA,Mbulula,Nkulula,oui
TANGANYIKA,Mbulula,Nonge,oui
TANGANYIKA,Mbulula,Nyanga,oui
TANGANYIKA,Mbulula,Ponda,oui
TANGANYIKA,Mbulula,Tambwe,oui
TANGANYIKA,Mbulula,Yenga,oui
TANGANYIKA,Ankoro,Ankoro,oui
TANGANYIKA,Ankoro,Kalole,oui
TANGANYIKA,Ankoro,Kalolo,oui
TANGANYIKA,Ankoro,Kamalenge,oui
TANGANYIKA,Ankoro,Kambi,oui
TANGANYIKA,Ankoro,Kanda,oui
TANGANYIKA,Ankoro,Kasongo,oui
TANGANYIKA,Ankoro,Kibao,oui
TANGANYIKA,Ankoro,Kibondwe,oui
TANGANYIKA,Ankoro,Kilembwe,oui
TANGANYIKA,Ankoro,Kilengalele,oui
TANGANYIKA,Ankoro,Kiluba,oui
TANGANYIKA,Ankoro,Kilulwe,oui
TANGANYIKA,Ankoro,Kimungu,oui
TANGANYIKA,Ankoro,Kisiko,oui
TANGANYIKA,Ankoro,Kitanda,oui
TANGANYIKA,Ankoro,Kivwa,oui
TANGANYIKA,Ankoro,Kiya,oui
TANGANYIKA,Ankoro,Kyala,oui
TANGANYIKA,Ankoro,Kyofwe,oui
TANGANYIKA,Ankoro,Makena,oui
TANGANYIKA,Ankoro,Mbayo,oui
TANGANYIKA,Ankoro,Mukomwenze,oui
TANGANYIKA,Ankoro,Ngongwe,oui
TANGANYIKA,Ankoro,Nkanda,oui
TANGANYIKA,Kiyambi,Kabeke,oui
TANGANYIKA,Kiyambi,Kabombo,oui
TANGANYIKA,Kiyambi,Kabonzo,oui
TANGANYIKA,Kiyambi,Kabunda,oui
TANGANYIKA,Kiyambi,Kahongo,oui
TANGANYIKA,Kiyambi,Kalamata,oui
TANGANYIKA,Kiyambi,Kayumba,oui
TANGANYIKA,Kiyambi,Kazingu,oui
TANGANYIKA,Kiyambi,Kishale,oui
TANGANYIKA,Kiyambi,Kitentu,oui
TANGANYIKA,Kiyambi,Kiyambi,oui
TANGANYIKA,Kiyambi,Konkole,oui
TANGANYIKA,Kiyambi,Lenge,oui
TANGANYIKA,Kiyambi,Lwaba,oui
TANGANYIKA,Kiyambi,Mambwe,oui
TANGANYIKA,Kiyambi,Mbayo,oui
TANGANYIKA,Kiyambi,Monga,oui
TANGANYIKA,Kiyambi,Mpyana,oui
TANGANYIKA,Kiyambi,Mukebo,oui
TANGANYIKA,Kiyambi,Mutombo,oui
TANGANYIKA,Kiyambi,Muzovoy,oui
TANGANYIKA,Kiyambi,Mwenge,oui
TANGANYIKA,Kiyambi,Sange,oui
TANGANYIKA,Kiyambi,Shamwana,oui
TANGANYIKA,Kiyambi,Soswa,oui
TANGANYIKA,Manono,Bundala,oui
TANGANYIKA,Manono,Cite,oui
TANGANYIKA,Manono,Hgr,oui
TANGANYIKA,Manono,Ilunga Ngoy,oui
TANGANYIKA,Manono,Kakamba,oui
TANGANYIKA,Manono,Kamina,oui
TANGANYIKA,Manono,Kanteba,oui
TANGANYIKA,Manono,Kantengo,oui
TANGANYIKA,Manono,Katamba Kaboko,oui
TANGANYIKA,Manono,Katchambuyu,oui
TANGANYIKA,Manono,Katchambuyu Longo,oui
TANGANYIKA,Manono,Katolo,oui
TANGANYIKA,Manono,Kizyuki,oui
TANGANYIKA,Manono,Luba,oui
TANGANYIKA,Manono,Luvua,oui
TANGANYIKA,Manono,Lwakato,oui
TANGANYIKA,Manono,Mazyondo,oui
TANGANYIKA,Manono,Méthodiste,oui
TANGANYIKA,Manono,Mlala,oui
TANGANYIKA,Manono,Mpanda,oui
TANGANYIKA,Manono,Muyumba,oui
TANGANYIKA,Manono,Muyumba III,oui
TANGANYIKA,Manono,Sambo,oui
TANGANYIKA,Manono,Shindano,oui
TANGANYIKA,Manono,Sobongo,oui
TANGANYIKA,Manono,St Joseph,oui
TANGANYIKA,Manono,Twite,oui
TANGANYIKA,Kansimba,Kabele,oui
TANGANYIKA,Kansimba,Kabwela,oui
TANGANYIKA,Kansimba,Kamena,oui
TANGANYIKA,Kansimba,Kampela,oui
TANGANYIKA,Kansimba,Kansabala,oui
TANGANYIKA,Kansimba,Kasenga,oui
TANGANYIKA,Kansimba,Kasokota,oui
TANGANYIKA,Kansimba,Kayabala,oui
TANGANYIKA,Kansimba,Kibiziwa,oui
TANGANYIKA,Kansimba,Lambo,oui
TANGANYIKA,Kansimba,Lungulungu,oui
TANGANYIKA,Kansimba,Malibu,oui
TANGANYIKA,Kansimba,Mazonde,oui
TANGANYIKA,Kansimba,Mpala,oui
TANGANYIKA,Kansimba,Mupanga,oui
TANGANYIKA,Kansimba,Mutonwa,oui
TANGANYIKA,Kansimba,Mwanza,oui
TANGANYIKA,Kansimba,Mwindi,oui
TANGANYIKA,Kansimba,Ngalula,oui
TANGANYIKA,Kansimba,Nkuba,oui
TANGANYIKA,Kansimba,Nkumbula,oui
TANGANYIKA,Moba,Kansenge,oui
TANGANYIKA,Moba,Kapakwe,oui
TANGANYIKA,Moba,Kapampa,oui
TANGANYIKA,Moba,Kapote,oui
TANGANYIKA,Moba,Kasenga,oui
TANGANYIKA,Moba,Kiku,oui
TANGANYIKA,Moba,Kipiri,oui
TANGANYIKA,Moba,Kirungu,oui
TANGANYIKA,Moba,Kizike,oui
TANGANYIKA,Moba,Liombe,oui
TANGANYIKA,Moba,Livua,oui
TANGANYIKA,Moba,Lumono,oui
TANGANYIKA,Moba,Lyapenda,oui
TANGANYIKA,Moba,Moba-Port,oui
TANGANYIKA,Moba,Moliro,oui
TANGANYIKA,Moba,Mulonde,oui
TANGANYIKA,Moba,Mulunguzi,oui
TANGANYIKA,Moba,Musosa,oui
TANGANYIKA,Moba,Mutambala,oui
TANGANYIKA,Moba,Mwange,oui
TANGANYIKA,Moba,Pepa,oui
TANGANYIKA,Moba,Selembe,oui
TANGANYIKA,Nyunzu,Beya,oui
TANGANYIKA,Nyunzu,Butondo,oui
TANGANYIKA,Nyunzu,Kabeya Mayi,oui
TANGANYIKA,Nyunzu,Kabeya-Mukena,oui
TANGANYIKA,Nyunzu,Kainda,oui
TANGANYIKA,Nyunzu,Kalima,oui
TANGANYIKA,Nyunzu,Kampulu,oui
TANGANYIKA,Nyunzu,Kankwala,oui
TANGANYIKA,Nyunzu,Kanunu,oui
TANGANYIKA,Nyunzu,Katungutungu,oui
TANGANYIKA,Nyunzu,Kilunga,oui
TANGANYIKA,Nyunzu,Kisengo,oui
TANGANYIKA,Nyunzu,Kitengetenge,oui
TANGANYIKA,Nyunzu,Lengwe,oui
TANGANYIKA,Nyunzu,Lwizi,oui
TANGANYIKA,Nyunzu,Maibaridi,oui
TANGANYIKA,Nyunzu,Makumbo,oui
TANGANYIKA,Nyunzu,Mangala,oui
TANGANYIKA,Nyunzu,Masamba,oui
TANGANYIKA,Nyunzu,Muhuya,oui
TANGANYIKA,Nyunzu,Mukundi,oui
TANGANYIKA,Nyunzu,Mulongo,oui
TANGANYIKA,Nyunzu,Ngombe,oui
TANGANYIKA,Nyunzu,Ngoy,oui
TANGANYIKA,Nyunzu,Sulumba,oui
TANGANYIKA,Nyunzu,Tchangachanga,oui
TANGANYIKA,Nyunzu,Zongwe,oui
KINSHASA,Bumbu,Dipiya,oui
KINSHASA,Bumbu,Kasai,oui
KINSHASA,Bumbu,Kwango,oui
KINSHASA,Bumbu,Lokoro,oui
KINSHASA,Bumbu,Lt Mbaki,oui
KINSHASA,Bumbu,Lukenie,oui
KINSHASA,Bumbu,Maindombe,oui
KINSHASA,Bumbu,Matadi,oui
KINSHASA,Bumbu,Mbandaka,oui
KINSHASA,Bumbu,Mfimi,oui
KINSHASA,Bumbu,Mongala,oui
KINSHASA,Bumbu,Ntomba,oui
KINSHASA,Bumbu,Ubangi,oui
KINSHASA,Kasa-Vubu,Anciens Combattants,oui
KINSHASA,Kasa-Vubu,Assossa Kasa-Vubu,oui
KINSHASA,Kasa-Vubu,Katanga,oui
KINSHASA,Kasa-Vubu,Lodja,oui
KINSHASA,Kasa-Vubu,Lubumbashi,oui
KINSHASA,Kasa-Vubu,ONL,oui
KINSHASA,Kasa-Vubu,Salongo,oui
KINSHASA,Kasa-Vubu,Antoro Ntoro,oui
KINSHASA,Makala,Bagata,oui
KINSHASA,Makala,Bolima,oui
KINSHASA,Makala,Kisantu,oui
KINSHASA,Makala,Kwango,oui
KINSHASA,Makala,Mabulu I,oui
KINSHASA,Makala,Mabulu II,oui
KINSHASA,Makala,Malala,oui
KINSHASA,Makala,Mawanga,oui
KINSHASA,Makala,Mfidi,oui
KINSHASA,Makala,Mikasi,oui
KINSHASA,Makala,Salongo,oui
KINSHASA,Makala,Selo,oui
KINSHASA,Makala,Tampa,oui
KINSHASA,Makala,Uélé,oui
KINSHASA,Ngiri-Ngiri,24 Novembre,oui
KINSHASA,Ngiri-Ngiri,Assossa Ngiri-Ngiri,oui
KINSHASA,Ngiri-Ngiri,Diangenda,oui
KINSHASA,Ngiri-Ngiri,Diomi,oui
KINSHASA,Ngiri-Ngiri,Elengesa,oui
KINSHASA,Ngiri-Ngiri,Karthoum,oui
KINSHASA,Ngiri-Ngiri,Peti-Peti,oui
KINSHASA,Ngiri-Ngiri,Saïo,oui
KINSHASA,Barumbu,Bitshaku-Tshaku,oui
KINSHASA,Barumbu,Funa I,oui
KINSHASA,Barumbu,Funa II,oui
KINSHASA,Barumbu,Kapinga,oui
KINSHASA,Barumbu,Kasai,oui
KINSHASA,Barumbu,Libulu,oui
KINSHASA,Barumbu,Mozindo,oui
KINSHASA,Barumbu,Ndolo,oui
KINSHASA,Barumbu,Tshimanga,oui
KINSHASA,Gombe,Batetela,oui
KINSHASA,Gombe,Cliniques,oui
KINSHASA,Gombe,Commerce,oui
KINSHASA,Gombe,Croix-Rouge,oui
KINSHASA,Gombe,Fleuve,oui
KINSHASA,Gombe,Gare,oui
KINSHASA,Gombe,Golf,oui
KINSHASA,Gombe,Haut-Commandement,oui
